Reservoir,Site,DateTime,Depth_m,TLi_mgL,SLi_mgL,TNa_mgL,SNa_mgL,TMg_mgL,SMg_mgL,TAl_mgL,SAl_mgL,TSi_mgL,SSi_mgL,TK_mgL,SK_mgL,TCa_mgL,SCa_mgL,TFe_mgL,SFe_mgL,TMn_mgL,SMn_mgL,TCu_mgL,SCu_mgL,TSr_mgL,SSr_mgL,TBa_mgL,SBa_mgL,Flag_DateTime,Flag_TLi_mgL,Flag_SLi_mgL,Flag_TNa_mgL,Flag_SNa_mgL,Flag_TMg_mgL,Flag_SMg_mgL,Flag_TAl_mgL,Flag_SAl_mgL,Flag_TSi_mgL,Flag_SSi_mgL,Flag_TK_mgL,Flag_SK_mgL,Flag_TCa_mgL,Flag_SCa_mgL,Flag_TFe_mgL,Flag_SFe_mgL,Flag_TMn_mgL,Flag_SMn_mgL,Flag_TCu_mgL,Flag_SCu_mgL,Flag_TSr_mgL,Flag_SSr_mgL,Flag_TBa_mgL,Flag_SBa_mgL
FCR,50,2024-06-18 12:00:00,1.6,5e-4,5e-4,3.2123,3.7105,1.0702,1.0348,0.0167,0.0126,7.6643,7.8046,0.9508,0.8364,2.4242,2.2968,0.3542,0.1586,0.0209,0.0021,0.0011,0.0013,0.0157,0.0145,0.0149,0.0082,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,3.8,5e-4,5e-4,3.1156,3.5849,1.0728,1.0995,0.0123,0.0115,7.8336,7.8559,0.9906,1.0556,2.55,2.6338,0.3705,0.1099,0.0599,0.029,0.0015,0.0017,0.0167,0.0165,0.0217,0.017,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,5,5e-4,5e-4,3.0312,3.4373,1.0835,1.1076,0.0089,0.0096,8.0425,8.0061,1.0541,1.1948,2.6174,2.7,0.8561,0.1868,0.3604,0.3452,0.0017,0.0017,0.0174,0.0176,0.0328,0.0301,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-18 12:00:00,6.2,5e-4,5e-4,3.0655,3.4597,1.1113,1.1158,0.0121,0.0101,8.0818,8.2511,1.0724,1.0981,2.7303,2.7633,1.66,0.4381,0.6103,0.6226,0.0015,0.001,0.0182,0.0181,0.0389,0.0337,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-18 12:00:00,8,5e-4,5e-4,3.0571,3.5601,1.1276,1.1442,0.0151,0.0093,8.4251,8.609,1.1169,1.1559,2.8044,2.8734,2.7569,0.5731,0.9771,1.0024,0.0015,0.001,0.019,0.0189,0.05,0.0423,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-06-18 12:00:00,9,5e-4,5e-4,3.1119,3.3718,1.155,1.1246,0.0155,0.0111,8.6131,8.3091,1.1356,1.2485,2.8709,2.8608,2.6644,0.4697,0.9505,0.9173,0.0016,0.0011,0.0191,0.0188,0.0501,0.0451,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,100,2024-06-18 12:00:00,0.1,8e-4,7e-4,3.8364,3.8814,1.1026,1.0709,0.0699,0.0158,12.2506,12.3741,1.2739,1.271,3.1719,3.0385,0.1574,0.01,0.0419,0.0102,0.001,0.001,0.0207,0.02,0.0241,0.0216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0
FCR,100,2024-06-24 09:15:00,0.1,9e-4,8e-4,4.1267,4.2623,1.2016,1.1738,0.1302,0.0199,12.5098,12.3512,1.45,1.43,3.2017,3.0819,0.2009,0.0233,0.0402,0.0148,0.001,0.001,0.0212,0.0206,0.0249,0.0217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-24 09:39:00,0.1,5e-4,5e-4,2.4855,2.5173,0.8464,0.8193,0.0339,0.0313,5.8211,5.9037,1.4678,1.4018,1.7355,1.5871,0.6935,0.4942,0.0294,0.014,0.001,0.001,0.012,0.0116,0.0161,0.0135,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-06-24 09:48:00,3,5e-4,5e-4,2.4182,2.4521,0.8797,0.8709,0.0283,0.012,5.7348,5.7304,1.4473,1.4375,1.8899,1.8724,1.2277,0.4671,0.3166,0.2606,0.001,0.0012,0.0135,0.0129,0.0327,0.0251,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FCR,50,2024-06-24 09:55:00,0.1,5e-4,5e-4,3.3716,3.489,1.1105,1.0618,0.0202,0.0235,7.4949,7.3896,1.0309,1.133,2.3704,2.1836,0.3686,0.2387,0.0188,0.0052,0.0018,0.0022,0.0153,0.0145,0.0133,0.0112,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-06-24 09:57:00,6,5e-4,5e-4,2.2944,2.3239,0.8721,0.8718,0.02,0.0325,5.4149,5.3558,1.4896,1.4928,1.9149,1.9468,2.6379,2.8573,0.747,0.739,0.001,0.001,0.014,0.0141,0.0429,0.0421,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-06-24 10:13:00,1.6,5e-4,5e-4,3.3656,3.5855,1.116,1.0814,0.0212,0.0284,7.4027,7.5014,1.0278,1.2651,2.3632,2.2174,0.3649,0.2452,0.0179,0.0055,0.0018,0.0028,0.0153,0.0145,0.0133,0.0116,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-24 10:26:00,3.8,5e-4,5e-4,3.2885,3.3016,1.1646,1.136,0.0206,0.0163,7.5735,7.4549,1.0453,1.0951,2.527,2.4913,0.3577,0.1497,0.0264,0.0043,0.002,0.0018,0.0166,0.0163,0.0202,0.0185,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-24 10:35:00,5,5e-4,5e-4,3.2682,3.2902,1.1667,1.1724,0.0173,0.0149,7.8678,7.77,1.0891,1.1523,2.5838,2.6037,0.9194,0.2473,0.3224,0.2894,0.0022,0.0014,0.0173,0.0173,0.0292,0.0277,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-24 10:40:00,6.2,5e-4,5e-4,3.1676,3.9538,1.1856,1.2245,0.019,0.0157,8.5934,8.4161,1.1791,1.2567,2.8139,2.9215,3.3385,0.6405,1.0782,1.0183,0.0022,0.0014,0.019,0.019,0.0514,0.0385,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-24 10:45:00,8,5e-4,5e-4,3.1308,3.1697,1.1773,1.1837,0.0182,0.0116,8.5008,8.3583,1.1457,1.2578,2.7302,2.767,3.4336,0.1111,1.0963,1.0475,0.0022,0.0012,0.0186,0.0189,0.0513,0.0498,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-06-24 11:00:00,9,5e-4,5e-4,3.2767,3.3698,1.1484,1.1414,0.0197,0.0271,7.8409,7.7051,1.0802,1.2152,2.5063,2.4682,1.7019,0.3204,0.492,0.3628,0.002,0.0016,0.017,0.0165,0.0313,0.0263,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-06-24 12:00:00,9,5e-4,5e-4,2.2965,2.2884,0.9028,0.888,0.0255,0.0147,6.0203,5.9162,1.5215,1.5314,1.9677,1.9533,10.5461,10.2163,1.3381,1.3169,0.001,0.001,0.0149,0.0148,0.0677,0.0664,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-06-24 12:00:00,0.1,7e-4,7e-4,3.5868,3.5737,3.7615,3.7422,0.0458,0.0263,7.4489,7.3976,1.6805,1.5197,12.3649,12.4139,0.6397,0.2729,0.097,0.085,0.0027,0.0015,0.0427,0.0428,0.0347,0.0313,1,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-07-01 09:18:00,0.1,5e-4,5e-4,2.6775,2.5052,0.87,0.8458,0.0385,0.019,5.8736,5.8187,1.5291,1.451,1.6726,1.5819,0.9405,0.4585,0.0376,0.004,0.0086,0.0016,0.012,0.0115,0.0187,0.0179,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
BVR,50,2024-07-01 09:21:00,3,5e-4,5e-4,2.373,2.6614,0.8885,0.8822,0.0207,0.0146,5.7,5.6691,1.4122,1.5906,1.2047,1.1872,0.7679,0.0745,0.5051,0.4188,0.001,0.0012,0.0099,0.0095,0.0501,0.0248,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
BVR,50,2024-07-01 09:32:00,6,5e-4,5e-4,2.3062,2.3512,0.8728,0.8736,0.0254,0.0171,5.4055,5.408,1.4685,1.5794,1.8303,1.8322,3.6254,3.4361,0.8046,0.787,0.001,0.001,0.0136,0.0136,0.0443,0.0434,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-07-01 09:43:00,9,5e-4,5e-4,2.3009,2.425,0.8932,0.8904,0.0242,0.0161,5.9578,5.9402,1.52,1.6314,1.9392,1.9462,11.4061,11.4703,1.317,1.3147,0.001,0.001,0.0147,0.0148,0.068,0.0685,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-07-01 09:44:00,0.1,8e-4,7e-4,4.0843,4.1226,1.1873,1.16,0.0887,0.0199,12.3546,12.3865,1.3855,1.4045,3.1107,3.0763,0.1692,0.0314,0.0413,0.0176,0.001,0.001,0.021,0.0206,0.0235,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,1,2024-07-01 10:20:00,0.1,8e-4,8e-4,3.5908,3.5592,5.6998,5.7049,0.029,0.0128,6.6722,6.5859,2.015,2.0027,18.3998,18.496,0.6575,0.34,0.1716,0.1698,0.0015,0.001,0.0587,0.0588,0.0456,0.0457,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-01 10:23:00,0.1,5e-4,5e-4,3.481,3.6358,1.1463,1.0864,0.0247,0.0216,7.5834,7.4203,1.0915,1.2217,2.3759,2.2173,0.4733,0.3939,0.019,0.0116,0.002,0.0034,0.0161,0.015,0.014,0.0148,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 10:26:00,1.6,5e-4,5e-4,3.4481,3.4833,1.1397,1.0571,0.0252,0.0214,7.4504,7.4437,1.0844,1.0359,2.355,2.0604,0.4507,0.4123,0.0187,0.0094,0.0019,0.002,0.0159,0.0145,0.0138,0.0133,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 10:34:00,3.8,5e-4,5e-4,3.3178,3.6381,1.1593,1.1511,0.0203,0.0177,7.5645,7.4872,1.0536,1.4164,2.4485,2.4906,0.4476,0.2671,0.0334,0.0168,0.0018,0.0034,0.0168,0.0167,0.0216,0.0216,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 10:39:00,5,5e-4,5e-4,3.1567,3.1976,1.1712,1.1642,0.0168,0.0117,8.2346,7.869,1.1122,1.0927,2.6525,2.6087,2.7319,0.319,0.7836,0.5466,0.002,0.0012,0.0183,0.0178,0.043,0.0358,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 10:43:00,6.2,5e-4,5e-4,3.1583,3.2202,1.1653,1.1829,0.0185,0.0154,8.1282,8.0688,1.1026,1.1093,2.6513,2.6591,2.6025,0.3035,0.7345,0.6221,0.002,0.0013,0.0182,0.0182,0.0419,0.0388,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 10:49:00,8,5e-4,5e-4,3.0996,3.1507,1.177,1.1796,0.0153,0.0196,8.481,8.355,1.1301,1.1435,2.7292,2.7144,3.5981,0.1615,1.0344,0.979,0.0021,0.0017,0.0187,0.0191,0.0507,0.0591,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-01 11:00:00,9,5e-4,5e-4,3.1312,3.1308,1.1915,1.1796,0.0165,0.0108,8.6176,8.3339,1.1534,1.1699,2.758,2.7172,3.9121,0.2129,1.1252,1.0692,0.0021,0.0012,0.0191,0.0189,0.0523,0.0512,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVR,50,2024-07-08 09:27:00,0.1,5e-4,5e-4,2.4882,2.4998,0.8569,0.8034,0.0264,0.0231,5.8506,5.7891,1.4401,1.4182,1.5316,1.3873,0.8432,0.2961,0.02,0.0024,0.0012,0.001,0.0112,0.0106,0.0172,0.0136,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-07-08 09:30:00,3,5e-4,5e-4,2.4859,2.4542,0.8697,0.8736,0.0202,0.0566,5.7835,5.8121,1.4674,1.4115,1.5921,1.5368,0.4738,0.1041,0.175,0.0972,0.0024,0.001,0.012,0.0117,0.024,0.0191,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-07-08 09:37:00,6,5e-4,5e-4,2.3072,2.289,0.8789,0.8772,0.0152,0.0193,5.4445,5.4509,1.4795,1.4544,1.938,1.9515,4.6894,4.1575,0.937,0.8807,0.001,0.001,0.0144,0.0145,0.0531,0.0576,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
BVR,50,2024-07-08 09:45:00,9,5e-4,5e-4,2.2623,2.2805,0.869,0.8843,0.0155,0.0179,5.733,5.7357,1.4728,1.5004,1.8945,1.9167,9.4806,9.3012,1.1988,1.1908,0.001,0.001,0.0146,0.0146,0.0638,0.0629,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FCR,100,2024-07-08 09:45:00,0.1,9e-4,8e-4,4.0297,4.0599,1.248,1.1887,0.2451,0.0176,12.1435,12.1777,1.4491,1.4188,3.3198,3.1273,0.4028,0.0264,0.0798,0.0138,0.001,0.001,0.0223,0.0211,0.0302,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-08 09:47:00,0.1,5e-4,5e-4,3.3929,3.3903,1.1238,1.0891,0.022,0.0193,7.2234,7.238,1.0764,1.058,2.3104,2.21,0.5377,0.425,0.0225,0.0111,0.0018,0.0018,0.0159,0.0151,0.0146,0.0138,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-08 10:00:00,1.6,5e-4,5e-4,3.4156,3.4246,1.1424,1.114,0.0221,0.0165,7.2939,7.31,1.0873,1.0921,2.3687,2.2574,0.5919,0.479,0.0229,0.0134,0.0019,0.0018,0.0162,0.0157,0.0165,0.0166,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-08 10:30:00,3.8,5e-4,5e-4,3.1815,3.1709,1.1644,1.1678,0.0125,0.0224,7.628,7.5735,1.0914,1.095,2.6227,2.6326,0.852,0.2464,0.1495,0.1438,0.0018,0.001,0.0179,0.0182,0.0313,0.0343,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-08 10:40:00,5,5e-4,5e-4,3.2162,3.2264,1.1917,1.1826,0.0173,0.0161,8.0577,7.909,1.1212,1.1266,2.667,2.6564,2.0565,0.2809,0.58,0.51,0.0017,0.001,0.0186,0.0184,0.0387,0.0368,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-08 10:47:00,6.2,5e-4,5e-4,3.1166,3.1722,1.1807,1.1935,0.0171,0.012,8.524,8.4197,1.1259,1.1866,2.7355,2.7563,3.7365,0.1098,1.0322,1.0201,0.0018,0.0012,0.0191,0.0192,0.0508,0.0523,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-08 10:56:00,8,5e-4,5e-4,3.133,3.1423,1.1977,1.191,0.0139,0.0122,8.737,8.4703,1.147,1.1783,2.7866,2.7798,4.0783,0.1297,1.1322,1.0796,0.0018,0.001,0.0195,0.0191,0.0533,0.0537,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-08 11:05:00,9,5e-4,5e-4,3.0884,3.0937,1.1815,1.1882,0.0178,0.0128,8.6543,8.3536,1.1337,1.1368,2.7565,2.8367,4.0324,0.1445,1.1144,1.0717,0.0019,0.001,0.0192,0.0191,0.0527,0.051,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-07-08 12:38:00,0.1,8e-4,7e-4,4.0579,3.7935,4.8784,4.7882,0.0531,0.0161,7.1982,7.2544,2.1042,1.9371,16.036,15.8647,0.5165,0.2103,0.1196,0.1113,0.0053,0.0023,0.0536,0.0532,0.0402,0.04,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0
BVR,50,2024-07-15 09:10:00,0.1,5e-4,5e-4,2.5626,6.6612,0.856,0.7927,0.0212,0.0138,5.9029,5.9902,1.4493,0.9773,1.5113,1.4446,0.7623,0.4998,0.0227,0.0015,0.0017,0.001,0.0112,0.0091,0.0169,0.005,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
BVR,50,2024-07-15 09:20:00,3,5e-4,5e-4,2.4071,6.7657,0.8966,0.859,0.0153,0.0106,5.7263,5.7307,1.4395,1.0603,1.9724,1.9608,0.3149,0.1527,0.1029,0.0033,0.001,0.001,0.0147,0.013,0.0286,0.013,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-07-15 09:28:00,6,5e-4,5e-4,2.6127,2.2691,0.8732,0.8708,0.0142,0.0158,5.3739,5.3629,1.485,1.4574,2.001,1.9924,5.3052,5.2432,1.0768,1.056,0.001,0.001,0.0147,0.0149,0.0569,0.0613,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
BVR,50,2024-07-15 09:35:00,9,5e-4,5e-4,2.2642,2.6678,0.8917,0.8884,0.0162,0.0129,5.9013,5.7928,1.5239,1.5203,2.0037,1.9654,13.965,10.1934,1.3596,1.173,0.001,0.001,0.0155,0.015,0.0763,0.0648,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,100,2024-07-15 09:38:00,0.1,8e-4,7e-4,4.2665,4.6639,1.2264,1.2325,0.1175,0.015,12.1646,12.3666,1.5268,1.3879,3.2218,3.238,0.2255,0.0231,0.0482,0.0218,0.0014,0.001,0.0216,0.0214,0.0253,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-15 10:25:00,0.1,5e-4,5e-4,3.55,4.049,1.1791,1.1725,0.0208,0.0165,7.0873,7.0033,1.1818,1.2997,2.5151,2.5157,0.7778,0.4587,0.0281,0.012,0.0018,0.0033,0.0171,0.0166,0.0186,0.0168,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-15 10:35:00,1.6,5e-4,5e-4,3.5125,3.8182,1.1844,1.1733,0.0194,0.0141,7.1096,7.0691,1.1419,1.2023,2.4767,2.4914,0.7023,0.4448,0.0264,0.0132,0.0029,0.002,0.0169,0.0168,0.0185,0.0177,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-15 10:40:00,3.8,5e-4,5e-4,3.2697,6.0255,1.1933,1.1859,0.0145,0.0132,7.7423,7.6048,1.1256,0.9079,2.6851,2.8004,2.1156,0.6646,0.2444,0.204,0.0016,0.0011,0.0187,0.0179,0.0357,0.0239,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-15 10:58:00,5,5e-4,5e-4,3.2254,3.6652,1.1839,1.1985,0.0148,0.0085,7.8192,7.87,1.1033,1.2459,2.6326,2.7604,2.2012,0.5073,0.4791,0.5406,0.0015,0.0013,0.0185,0.0189,0.0381,0.0369,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-15 11:05:00,6.2,5e-4,5e-4,3.1441,3.4122,1.1794,1.2012,0.0133,0.0112,8.3799,8.3136,1.1226,1.2118,2.7022,2.7836,3.1873,0.3611,0.871,0.8907,0.0016,0.0016,0.019,0.0192,0.048,0.0475,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCR,50,2024-07-15 11:10:00,8,5e-4,5e-4,3.1602,3.4403,1.1951,1.1989,0.0131,0.0117,8.649,8.4522,1.1339,1.1835,2.7518,2.8011,3.5212,0.3583,1.0184,1.0355,0.0016,0.001,0.0193,0.0194,0.0514,0.048,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,50,2024-07-15 11:15:00,9,5e-4,5e-4,3.1269,3.3469,1.191,1.191,0.0145,0.0101,8.7351,8.5286,1.1279,1.1824,2.7581,2.7991,3.8039,0.2851,1.17,1.18,0.0016,0.001,0.0193,0.0195,0.0545,0.0545,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-07-15 11:48:00,0.1,8e-4,9e-4,3.6449,3.6882,6.0362,6.0026,0.0212,0.014,6.5574,6.5151,2.0701,2.082,18.9597,19.2716,0.6088,0.2645,0.1524,0.1499,0.001,0.001,0.0601,0.0617,0.0459,0.0474,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-07-22 09:21:00,0.1,5e-4,5e-4,2.4933,2.5233,0.8416,0.778,0.0202,0.014,5.5444,5.4854,1.4435,1.4258,1.743,1.5179,0.9296,0.3265,0.0218,0.0013,0.001,0.001,0.012,0.011,0.0184,0.0132,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-22 09:28:00,0.1,6e-4,6e-4,3.4606,3.563,1.1727,1.1914,0.0188,0.018,6.4765,6.6075,1.1801,1.236,2.8103,2.9815,0.5772,0.2891,0.0157,0.0061,0.001,0.0013,0.0187,0.0186,0.0216,0.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
BVR,50,2024-07-22 09:30:00,3,5e-4,5e-4,2.4568,2.4481,0.8799,0.8585,0.0188,0.0113,5.487,5.4472,1.4568,1.5896,1.9795,1.872,0.7616,0.0912,0.041,0.005,0.001,0.001,0.0139,0.0133,0.0281,0.0228,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-22 09:35:00,1.6,5e-4,5e-4,3.498,3.5219,1.1861,1.1841,0.0158,0.0157,6.5512,6.5825,1.1949,1.1998,2.8823,2.8905,0.6103,0.3146,0.0173,0.0074,0.001,0.001,0.0191,0.0186,0.022,0.0215,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-07-22 09:36:00,6,5e-4,5e-4,2.2675,2.2489,0.87,0.8554,0.0177,0.0159,4.9402,5.0137,1.4967,1.4713,2.2985,2.2483,4.2869,4.5094,1.2248000000000001,1.201,0.001,0.001,0.016,0.0159,0.0682,0.0656,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-22 09:41:00,3.8,5e-4,5e-4,3.305,3.3358,1.2072,1.2039,0.0136,0.0112,7.3991,7.417,1.1866,1.1879,3.1107,3.1164,1.3702,0.1965,0.2809,0.2382,0.001,0.001,0.0206,0.0204,0.0364,0.0356,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
BVR,50,2024-07-22 09:43:00,9,5e-4,5e-4,2.282,2.2764,0.8849,0.8943,0.0149,0.0181,5.4678,5.4524,1.5571,1.5444,2.3465,2.3381,13.5131,13.3445,1.3738,1.3698,0.001,0.001,0.017,0.0168,0.0787,0.0787,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FCR,100,2024-07-22 09:45:00,0.1,NA,7e-4,NA,4.2145,NA,1.166,NA,0.0183,NA,11.5587,NA,1.4466,NA,3.3266,NA,0.0573,NA,0.028,NA,0.001,NA,0.0227,NA,0.0214,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0
FCR,50,2024-07-22 09:47:00,5,5e-4,5e-4,3.2267,3.2271,1.2081,1.1952,0.0149,0.0137,7.8133,7.6243,1.1794,1.1743,3.1436,3.0866,2.446,0.7497,0.61240000000000006,0.5554,0.001,0.001,0.021,0.0207,0.0442,0.0408,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-22 09:55:00,6.2,5e-4,5e-4,3.1511,3.1684,1.1861,1.1921,0.0141,0.0108,7.996,7.9762,1.1646,1.1664,3.0758,3.1052,2.8749,0.5263,0.7901,0.8193,0.001,0.001,0.0208,0.0208,0.0464,0.0463,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
FCR,50,2024-07-22 10:05:00,9,5e-4,5e-4,3.0823,3.079,1.1886,1.1914,0.0162,0.0111,8.6287,8.5033,1.1542,1.1657,3.0285,3.1205,3.6219,0.0677,1.269,1.1309,0.0017,0.001,0.0212,0.0213,0.0577,0.0538,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FCR,1,2024-07-22 10:47:00,0.1,8e-4,8e-4,3.6088,3.5862,5.3997,5.3234,0.022,0.0131,6.6681,6.6428,2.0438,2.0311,19.3963,18.7456,0.6172,0.2161,0.1327,0.1142,0.001,0.001,0.0647,0.062,0.0446,0.0435,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0
